,price,make,model,year,title_status,mileage,color,vin,state,country
364,9270,gmc,mpv,2017,clean vehicle,19490.0,gray,  1gkknxls2hz262405,va, usa
365,11380,jeep,mpv,2019,clean vehicle,12038.0,black,  1c4hjxeg2kw600727,mi, usa
366,5350,hyundai,mpv,2019,clean vehicle,43536.0,blue,  km8j33a49ku860727,fl, usa
368,3790,ford,door,2015,clean vehicle,100893.0,gray,  3fa6p0h71fr180238,ga, usa
369,40514,ford,door,2017,clean vehicle,90304.0,white,  1ft7w2bt6heb60592,mi, usa
372,9190,gmc,mpv,2017,clean vehicle,31394.0,gray,  1gkknxls7hz295013,va, usa
373,10330,infiniti,mpv,2019,clean vehicle,25933.0,gray,  5n1dl0mm9kc556522,fl, usa
375,2925,bmw,door,2013,salvage insurance,46060.0,white,  5uxwx9c57d0a24286,fl, usa
376,3830,ford,door,2015,clean vehicle,50593.0,gold,  3fa6p0hdxfr241138,ga, usa
379,17200,honda,van,2016,clean vehicle,72527.0,gray,  5fnrl5h65gb151898,nj, usa
382,13080,infiniti,mpv,2019,clean vehicle,17243.0,gray,  jn8az2nf9k9685086,fl, usa
384,10630,ford,door,2015,clean vehicle,82899.0,white,  1ftew1eg0ffb32472,ga, usa
388,4950,honda,mpv,2016,clean vehicle,71404.0,black,  2hkrm3h45gh513861,va, usa
389,3760,hyundai,doors,2019,clean vehicle,30382.0,silver,  5npd84lf6kh456317,fl, usa
392,3830,ford,door,2015,clean vehicle,82534.0,silver,  3fa6p0hdxfr258523,ga, usa
396,6240,honda,door,2015,clean vehicle,83623.0,silver,  5fnyf4h26fb052452,va, usa
397,4150,jeep,door,2014,clean vehicle,108895.0,white,  1c4njrfb0ed707552,ny, usa
401,13500,bmw,series,2014,clean vehicle,33542.0,blue,  wba3d5c51ekx97650,nj, usa
402,6490,ford,door,2015,clean vehicle,74754.0,black,  1fm5k7d88fga24308,ga, usa
406,8160,honda,van,2015,clean vehicle,109027.0,gray,  5fnrl5h96fb012419,va, usa
407,7770,jeep,door,2014,clean vehicle,72732.0,gray,  1c4rjfbg4ec441069,ny, usa
412,39800,bmw,series,2017,clean vehicle,23177.0,blue,  wba7e2c58hg739412,ca, usa
413,9210,ford,door,2015,clean vehicle,26911.0,silver,  1ftew1cg4ffa66589,ga, usa
416,3960,honda,door,2015,clean vehicle,95128.0,white,  19xfb2f81fe252000,va, usa
417,5998,hyundai,doors,2014,clean vehicle,122975.0,phantom black,  5npdh4ae0eh480157,ny, usa
423,15050,infiniti,mpv,2019,clean vehicle,26786.0,white,  jn8az2ne9k9229368,tx, usa
424,3960,hyundai,doors,2019,clean vehicle,35623.0,red,  5npd84lf5kh403222,oh, usa
425,36300,lincoln,nautilus,2019,clean vehicle,14541.0,black,  2lmpj6l91kbl31468,ca, usa
427,2630,nissan,doors,2018,clean vehicle,36739.0,gray,  3n1cn7ap5jl872135,ca, usa
428,5690,nissan,mpv,2017,clean vehicle,42616.0,blue,  5n1at2mv4hc773816,nj, usa
429,19500,audi,q5,2017,clean vehicle,65833.0,blue,  wa1l2afpxha049370,tx, usa
431,20400,cadillac,door,2015,clean vehicle,36122.0,white,  3gyfnee39fs587810,wi, usa
432,4320,chevrolet,door,2011,clean vehicle,88359.0,brown,  2cnfleec9b6313197,fl, usa
433,33001,ford,f-150,2017,clean vehicle,35905.0,gray,  1ftfw1eg3hfc66707,mi, usa
434,10000,ford,door,2017,salvage insurance,35747.0,red,  1ftew1efxhkc69002,ar, usa
436,5790,gmc,door,2012,clean vehicle,105020.0,white,  1gtr2ve74cz121991,ut, usa
437,14750,infiniti,mpv,2019,clean vehicle,11047.0,black,  jn8az2nexk9236071,tx, usa
438,4010,hyundai,doors,2019,clean vehicle,31233.0,silver,  kmhd84lf4ku746279,oh, usa
439,40000,mercedes-benz,gle,2019,clean vehicle,19427.0,white,  4jgda5gb4kb204919,ca, usa
440,13000,kia,sportage,2017,clean vehicle,71991.0,silver,  kndpn3ac7h7113313,nj, usa
441,3550,nissan,doors,2018,clean vehicle,29043.0,blue,  3n1ab7ap2jy244200,ca, usa
442,3040,nissan,doors,2017,clean vehicle,36064.0,gray,  3n1ab7ap5hy411143,nj, usa
444,36400,audi,5,2015,clean vehicle,47213.0,black,  wuac6bfr0fa901212,wi, usa
445,4480,ford,door,2011,clean vehicle,116480.0,black,  2fmdk3gc0bbb23680,fl, usa
446,31003,ford,door,2017,clean vehicle,72084.0,red,  1ftew1eg0hfb93193,mi, usa
449,14750,infiniti,mpv,2019,clean vehicle,11396.0,white,  jn8az2nexk9236037,tx, usa
450,4690,hyundai,mpv,2019,clean vehicle,33785.0,silver,  km8k12aa0ku242609,oh, usa
451,23000,land,sport,2018,clean vehicle,20103.0,black,  salcp2rx6jh739311,ca, usa
453,10740,mercedes-benz,doors,2018,clean vehicle,48140.0,white,  wddwk4jb2jf613298,ca, usa
454,3160,nissan,doors,2017,clean vehicle,34861.0,gray,  3n1ab7ap0hy315498,nj, usa
456,3450,chrysler,door,2011,clean vehicle,114119.0,gold,  1c3bc1fg1bn519076,fl, usa
457,27102,ford,f-150,2017,clean vehicle,34165.0,red,  1ftfw1eg1hfb78397,mi, usa
460,15010,infiniti,mpv,2019,clean vehicle,11394.0,beige,  jn8az2ne8k9236456,tx, usa
461,5800,jeep,mpv,2019,clean vehicle,30546.0,silver,  1c4pjldb3kd419559,oh, usa
462,23200,land,sport,2018,clean vehicle,23745.0,black,  salcp2rx0jh740860,ca, usa
463,8000,hyundai,door,2015,clean vehicle,88274.0,red,  km8jucag9fu984199,pa, usa
464,3390,nissan,doors,2018,clean vehicle,38349.0,gray,  3n1ab7ap5jy293102,ca, usa
465,3140,nissan,doors,2017,clean vehicle,30142.0,white,  3n1ab7ap1hy310259,nj, usa
467,15000,bmw,door,2014,clean vehicle,44730.0,silver,  wba3b5g54ens10419,il, usa
468,10440,chevrolet,cab,2011,clean vehicle,92476.0,blue,  1gc1kyc87bf185906,fl, usa
469,23911,ford,f-150,2017,clean vehicle,25698.0,black,  1ftew1cf3hfb78746,mi, usa
471,21400,gmc,acadia,2018,clean vehicle,54332.0,gray,  1gkknwls6jz133440,nj, usa
472,5380,gmc,cab,2011,clean vehicle,119215.0,white,  1gt120cg5bf167316,ut, usa
473,11000,jeep,mpv,2019,clean vehicle,8930.0,red,  1c4hjxeg0kw596497,mi, usa
474,4950,jeep,mpv,2019,clean vehicle,46985.0,silver,  1c4pjllb6kd184477,oh, usa
475,22500,land,sport,2018,clean vehicle,30220.0,black,  salcp2rx7jh741147,ca, usa
476,30300,maserati,ghibli,2017,clean vehicle,37021.0,black,  zam57xslxh1248775,fl, usa
477,2630,nissan,doors,2018,clean vehicle,43152.0,white,  3n1cn7ap5jl882275,ca, usa
478,3140,nissan,doors,2017,clean vehicle,34318.0,silver,  3n1ab7ap1hl639346,nj, usa
479,2300,chevrolet,door,2011,salvage insurance,88287.0,white,  1gnskbe03br198151,ar, usa
480,4310,chevrolet,door,2011,clean vehicle,105486.0,black,  2cnaldec6b6382868,fl, usa
481,26012,ford,door,2017,clean vehicle,19850.0,black,  1ftew1ef2hfb83224,mi, usa
484,3330,gmc,mpv,2009,clean vehicle,87448.0,white,  1gtgg25k391106224,ut, usa
485,11200,jeep,mpv,2019,clean vehicle,8395.0,yellow,  1c4hjxeg7kw589272,mi, usa
486,4730,hyundai,mpv,2019,clean vehicle,30121.0,red,  km8j23a45ku893842,oh, usa
487,24900,mercedes-benz,glc,2018,clean vehicle,33687.0,white,  wdc0g4jb4jv097463,ca, usa
488,29400,mercedes-benz,e-class,2017,clean vehicle,37561.0,blue,  wddzf4jb6ha277485,fl, usa
489,8350,nissan,cab,2018,clean vehicle,32256.0,gray,  1n6aa1ej3jn519666,ca, usa
491,3210,nissan,doors,2017,clean vehicle,25255.0,black,  3n1ab7apxhy302645,nj, usa
493,4200,chevrolet,cutaway,2006,clean vehicle,118009.0,white,  1gbhg31u661113654,wi, usa
494,8430,chevrolet,utility,2011,clean vehicle,114547.0,black,  3gntkge3xbg398052,fl, usa
495,25503,ford,f-150,2017,clean vehicle,18647.0,black,  1ftmf1ef2hfb83980,mi, usa
497,26000,gmc,limited,2019,clean vehicle,16669.0,black,  2gtv2mecxk1173011,pa, usa
498,3900,honda,doors,2017,clean vehicle,47970.0,blue,  2hgfc2f52hh522914,va, usa
499,11200,jeep,mpv,2019,clean vehicle,12905.0,gray,  1c4hjxeg7kw590115,mi, usa
500,8610,jeep,mpv,2019,clean vehicle,22123.0,silver,  1c4rjebg1kc776053,oh, usa
501,28000,mercedes-benz,gle,2018,clean vehicle,40780.0,white,  4jgda5jbxjb046383,ca, usa
503,10840,lexus,mpv,2017,clean vehicle,36596.0,black,  2t2bzmca4hc087456,ca, usa
505,11050,ram,door,2017,clean vehicle,30421.0,white,  1c6rr7pt3hs659994,nj, usa
508,3570,dodge,door,2015,clean vehicle,17355.0,black,  3c4pdcab2ft637813,ga, usa
509,25001,ford,door,2017,clean vehicle,27773.0,gray,  1ftfw1ef5hfb70262,mi, usa
511,5630,gmc,mpv,2017,clean vehicle,58366.0,black,  2gkfltek2h6317685,va, usa
512,11100,jeep,mpv,2019,clean vehicle,11229.0,white,  1c4hjxegxkw589301,mi, usa
513,4650,hyundai,mpv,2019,clean vehicle,27492.0,white,  km8j23a44ku882752,oh, usa
515,3820,nissan,mpv,2016,clean vehicle,41654.0,blue,  5n1at2mn5gc894272,ca, usa
517,2900,nissan,doors,2017,clean vehicle,31954.0,gray,  3n1ab7ap6hy249992,nj, usa
520,4700,dodge,door,2015,clean vehicle,93423.0,red,  3c4pdcgb7ft597655,ga, usa
521,29502,ford,f-150,2017,clean vehicle,14053.0,red,  1ftfw1eg1hke28907,mi, usa
523,6160,honda,door,2017,clean vehicle,25956.0,white,  1hgct1b89ha002933,va, usa
524,10910,jeep,mpv,2019,clean vehicle,12253.0,red,  1c4hjxeg8kw651309,mi, usa
525,3440,hyundai,doors,2019,clean vehicle,34895.0,gray,  3kpc24a34ke050725,oh, usa
526,16000,mazda,cx-3,2016,clean vehicle,47753.0,gray,  jm1dkbd74g0123647,fl, usa
527,3810,kia,door,2016,clean vehicle,39408.0,black,  kndjx3ae3g7012477,ca, usa
529,3020,nissan,doors,2017,clean vehicle,33599.0,white,  3n1ab7ap7hy223787,nj, usa
533,24811,ford,door,2017,clean vehicle,28464.0,red,  1ftew1ep4hfb44546,mi, usa
535,5420,honda,doors,2017,clean vehicle,16702.0,black,  1hgcr2f55ha080596,va, usa
536,11100,jeep,mpv,2019,clean vehicle,11449.0,yellow,  1c4hjxegxkw600703,mi, usa
537,4750,hyundai,mpv,2019,clean vehicle,25847.0,gray,  km8j23a4xku846404,oh, usa
538,17900,mercedes-benz,door,2015,clean vehicle,49772.0,gray,  wddhf5kbxfb099457,fl, usa
539,3800,nissan,door,2015,clean vehicle,83915.0,black,  1n4al3ap6fc102604,ca, usa
540,3160,nissan,doors,2017,clean vehicle,40306.0,silver,  3n1ab7ap0hy260843,nj, usa
543,6470,chevrolet,coupe,2010,clean vehicle,69622.0,yellow,  2g1fk1ejxa9163850,fl, usa
544,26400,ford,door,2017,clean vehicle,36295.0,red,  1ftew1ef3hfb27101,mi, usa
546,32500,gmc,2500hd,2018,clean vehicle,14856.0,blue,  1gt12seg2jf255666,pa, usa
547,6900,honda,mpv,2017,clean vehicle,44129.0,brown,  5j6rw1h81hl005542,mn, usa
548,11030,jeep,mpv,2019,clean vehicle,10861.0,yellow,  1c4hjxeg5kw608448,mi, usa
550,18000,mercedes-benz,door,2015,clean vehicle,82411.0,black,  4jgda5hb2fa567147,fl, usa
551,3250,hyundai,door,2015,clean vehicle,111612.0,gray,  5npdh4ae3fh644096,ca, usa
552,3210,nissan,doors,2017,clean vehicle,35251.0,gray,  3n1ab7apxhy232807,nj, usa
553,13200,chevrolet,door,2017,clean vehicle,50408.0,black,  2gnflfek3h6342356,pa, usa
554,27705,ford,f-150,2019,clean vehicle,15630.0,gray,  1ftew1e48kfb37676,mi, usa
555,7200,chevrolet,door,2017,clean vehicle,53273.0,black,  1g1bc5sm8h7200200,pa, usa
556,28714,ford,f-150,2019,clean vehicle,14786.0,white,  1ftfw1e58kfb37772,mi, usa
557,11200,chevrolet,door,2017,clean vehicle,85315.0,white,  2gnflfek3h6341370,pa, usa
558,27502,ford,f-150,2019,clean vehicle,16146.0,gray,  1ftew1e45kfb69856,mi, usa
559,11900,chevrolet,door,2017,clean vehicle,76211.0,blue,  2gnflfek5h6341662,pa, usa
560,29314,ford,f-150,2019,clean vehicle,15265.0,gray,  1ftew1ep6kfb85302,mi, usa
561,11200,chevrolet,door,2017,clean vehicle,79965.0,silver,  2gnflfek5h6351639,pa, usa
562,27002,ford,f-150,2019,clean vehicle,16059.0,gray,  1ftew1e55kfb96628,mi, usa
563,13200,chevrolet,door,2017,clean vehicle,62739.0,black,  2gnflfek4h6351292,pa, usa
564,28214,ford,f-150,2019,clean vehicle,15569.0,white,  1ftfw1e51kfc13333,mi, usa
565,12700,chevrolet,door,2017,clean vehicle,58932.0,black,  2gnflfek8h6350288,pa, usa
566,29900,ford,f-150,2019,clean vehicle,17488.0,white,  1ftfw1e55kfb37583,mi, usa
567,12700,chevrolet,door,2017,clean vehicle,60733.0,black,  2gnflfek7h6351433,pa, usa
568,27202,ford,f-150,2019,clean vehicle,18550.0,red,  1ftew1e59kfb37761,mi, usa
569,13500,chevrolet,impala,2018,clean vehicle,53194.0,white,  2g1105s3xj9121918,nj, usa
570,27705,ford,f-150,2019,clean vehicle,17644.0,silver,  1ftew1e41kfb70194,mi, usa
571,14700,chevrolet,van,2016,clean vehicle,34454.0,white,  1gcwgaff9g1216490,pa, usa
572,29900,ford,f-150,2019,clean vehicle,17684.0,white,  1ftfw1e5xkfc33564,mi, usa
573,4500,chevrolet,door,2015,clean vehicle,83279.0,gray,  1g1pc5sb0f7185936,pa, usa
574,27705,ford,f-150,2019,clean vehicle,16600.0,silver,  1ftew1e41kfb69644,mi, usa
575,8000,chevrolet,door,2015,clean vehicle,107971.0,gray,  1gnkrgkd8fj279098,pa, usa
576,25511,ford,f-150,2019,clean vehicle,17801.0,silver,  1ftfw1e43kfb97031,mi, usa
577,7700,chevrolet,colorado,2015,clean vehicle,94150.0,white,  1gchsaea7f1213972,pa, usa
578,29900,ford,f-150,2019,clean vehicle,17159.0,silver,  1ftfw1e53kfc33535,mi, usa
579,7200,chevrolet,van,2015,clean vehicle,80711.0,white,  3n63m0yn5fk720622,pa, usa
580,27502,ford,f-150,2019,clean vehicle,17983.0,red,  1ftew1e55kfb69820,mi, usa
581,4500,chevrolet,door,2013,clean vehicle,119981.0,white,  1gcncpex7dz328593,pa, usa
582,27402,ford,f-150,2019,clean vehicle,17851.0,white,  1ftfw1e52kfb51151,mi, usa
584,26602,ford,f-150,2019,clean vehicle,18174.0,white,  1ftew1e42kfb37902,mi, usa
585,10200,chevrolet,sonic,2019,clean vehicle,7654.0,black,  1g1jf5sb0k4122201,il, usa
586,29900,ford,f-150,2019,clean vehicle,18759.0,black,  1ftfw1e58kfb69878,mi, usa
587,14000,chevrolet,colorado,2019,clean vehicle,11564.0,white,  1gchsbea7k1232845,il, usa
588,28500,ford,f-150,2019,clean vehicle,18901.0,silver,  1ftew1e50kfb51192,mi, usa
589,8000,chevrolet,door,2016,clean vehicle,86541.0,black,  2g1115s37g9109571,fl, usa
590,29809,ford,f-150,2019,clean vehicle,21157.0,silver,  1ftfw1e51kfb70029,mi, usa
591,36900,chevrolet,corvette,2015,clean vehicle,29937.0,black,  1g1yj2d7xf5106236,fl, usa
592,26902,ford,f-150,2019,clean vehicle,23964.0,white,  1ftew1e48kfb37905,mi, usa
593,10950,chevrolet,door,2015,clean vehicle,58504.0,red,  2gnalbek5f1140499,fl, usa
594,27402,ford,f-150,2019,clean vehicle,20154.0,white,  1ftew1e59kfb37727,mi, usa
595,16900,acura,mdx,2014,clean vehicle,63500.0,silver,  5fryd3h20eb002546,fl, usa
596,25600,ford,f-150,2019,clean vehicle,23294.0,silver,  1ftew1ep1kfb50960,mi, usa
597,29700,bmw,series,2016,clean vehicle,24293.0,no_color,  wba7f2c58gge12300,tx, usa
598,27702,ford,f-150,2019,clean vehicle,20343.0,red,  1ftew1e47kfb69647,mi, usa
599,13500,buick,encore,2016,clean vehicle,19655.0,red,  kl4cjbsb4gb700424,tx, usa
600,27102,ford,f-150,2019,clean vehicle,19100.0,white,  1ftew1e53kfb37982,mi, usa
601,27102,ford,f-150,2019,clean vehicle,20014.0,white,  1ftew1e54kfa00453,mi, usa
602,25811,ford,f-150,2019,clean vehicle,21774.0,black,  1ftew1e59kfb37887,mi, usa
603,26602,ford,f-150,2019,clean vehicle,21201.0,white,  1ftew1e59kfb69755,mi, usa
604,27102,ford,f-150,2019,clean vehicle,21766.0,white,  1ftew1e49kfb96784,mi, usa
605,37500,buick,enclave,2019,clean vehicle,12406.0,gray,  5gaevbkw8kj293388,wi, usa
606,26211,ford,flex,2019,clean vehicle,17977.0,blue,  2fmhk6dt1kba21554,mi, usa
607,24205,ford,flex,2019,clean vehicle,22805.0,silver,  2fmhk6d80kba19788,mi, usa
608,37500,cadillac,xt5,2019,clean vehicle,16013.0,black,  1gyknfrs3kz252626,wi, usa
609,27111,ford,flex,2019,clean vehicle,14382.0,black,  2fmhk6dt2kba21630,mi, usa
610,27411,ford,flex,2019,clean vehicle,9660.0,black,  2fmhk6dt1kba21571,mi, usa
611,27302,ford,flex,2019,clean vehicle,18969.0,black,  2fmhk6dt2kba19683,mi, usa
612,27202,ford,f-150,2019,clean vehicle,24730.0,gray,  1ftew1ep2kfb70022,mi, usa
613,26311,ford,flex,2019,clean vehicle,15847.0,red,  2fmhk6dt5kba19693,mi, usa
614,26602,ford,f-150,2019,clean vehicle,25009.0,white,  1ftew1e55kfb51169,mi, usa
615,33500,bmw,series,2017,clean vehicle,22115.0,blue,  wbaja7c31hg905802,wi, usa
616,27511,ford,flex,2019,clean vehicle,11836.0,white,  2fmhk6dt7kba19548,mi, usa
617,21500,buick,door,2017,clean vehicle,23765.0,red,  1g4zp5ss5hu137398,wi, usa
618,27200,ford,f-150,2019,clean vehicle,25508.0,silver,  1ftfw1e40kfb69655,mi, usa
619,26511,ford,flex,2019,clean vehicle,18196.0,red,  2fmhk6dt9kba19695,mi, usa
620,24002,ford,flex,2019,clean vehicle,16106.0,gray,  2fmhk6c81kba19848,mi, usa
621,21500,buick,door,2017,clean vehicle,14907.0,silver,  1g4zp5ss6hu125437,wi, usa
622,18511,ford,fusion,2019,clean vehicle,12735.0,gray,  3fa6p0ru0kr211641,mi, usa
623,14000,kia,sorento,2017,clean vehicle,53424.0,black,  5xypgda51hg221253,ct, usa
624,29000,buick,door,2017,clean vehicle,17940.0,green,  5gakvckd5hj216221,il, usa
625,23402,ford,flex,2019,clean vehicle,17417.0,gray,  2fmhk6c88kba19846,mi, usa
626,13300,kia,door,2017,clean vehicle,37125.0,no_color,  5xypgda39hg262132,ct, usa
627,19700,bmw,x3,2017,clean vehicle,61428.0,black,  5uxwx9c51h0t09021,wi, usa
628,23211,ford,flex,2019,clean vehicle,17025.0,black,  2fmhk6c85kba19710,mi, usa
629,15500,kia,sorento,2017,clean vehicle,37668.0,red,  5xypgda59hg292944,ct, usa
630,18111,ford,fusion,2019,clean vehicle,15805.0,black,  3fa6p0ruxkr244131,mi, usa
631,21500,kia,sorento,2017,clean vehicle,43761.0,gray,  5xypkda50hg299327,ct, usa
632,25511,ford,mustang,2019,clean vehicle,11342.0,gray,  1fatp8uh4k5177265,mi, usa
633,17700,chevrolet,equinox,2017,clean vehicle,35664.0,blue,  2gnaldek2h1500410,wi, usa
634,28000,chevrolet,cutaway,2017,clean vehicle,12780.0,white,  1gb3gtcgxh1118909,il, usa
635,14000,chevrolet,door,2017,clean vehicle,38458.0,blue,  1g1ze5st9hf229260,wi, usa
636,21700,chevrolet,door,2017,clean vehicle,34420.0,silver,  1gnkvgkd4hj314704,wi, usa
637,13500,chevrolet,door,2017,clean vehicle,46497.0,white,  1g1ze5stxhf257679,wi, usa
638,35500,chevrolet,1500,2017,clean vehicle,21268.0,no_color,  3gcuksec0hg271643,wi, usa
639,29500,chevrolet,1500,2017,clean vehicle,31029.0,red,  3gcukrec7hg170656,wi, usa
640,25300,chevrolet,1500,2017,clean vehicle,40878.0,no_color,  1gcvkrec8hz169908,wi, usa
641,21500,chevrolet,1500,2016,clean vehicle,20270.0,silver,  3gcuknec9gg224336,nj, usa
642,25900,chevrolet,door,2016,clean vehicle,32984.0,blue,  1gcvkrec8gz393856,wi, usa
643,35300,chevrolet,door,2016,clean vehicle,75506.0,black,  1gnskckc9gr424401,wi, usa
644,13500,chevrolet,door,2016,clean vehicle,39951.0,red,  1g1bg5sm5g7250863,wi, usa
647,9000,chevrolet,malibu,2016,clean vehicle,67527.0,gray,  1g1zj5su8gf337274,wi, usa
648,25900,chevrolet,door,2016,clean vehicle,33588.0,white,  1gcvkrec7gz392164,wi, usa
649,25800,chevrolet,door,2016,clean vehicle,10103.0,no_color,  1gcvkpec7gz283370,wi, usa
650,17000,chevrolet,door,2016,clean vehicle,26474.0,gray,  2gnaldek7g6323080,wi, usa
651,12800,chevrolet,door,2016,clean vehicle,40253.0,white,  1g1ze5st5gf315602,wi, usa
653,24400,chevrolet,door,2016,clean vehicle,48705.0,gray,  1gnkvjkd3gj171692,wi, usa
654,17100,chevrolet,trax,2016,clean vehicle,19659.0,white,  kl7cjrsb9gb542870,wi, usa
655,7400,chevrolet,door,2015,clean vehicle,91299.0,no_color,  1g11c5sl8ff311156,wi, usa
656,33100,chevrolet,door,2015,clean vehicle,81614.0,gold,  1gnskckc5fr181703,wi, usa
657,22000,chevrolet,trax,2020,clean vehicle,179.0,gray,  3gncjksbxll181398,ca, usa
658,35000,chevrolet,1500,2019,clean vehicle,5523.0,no_color,  3gcpwaef0kg291601,ca, usa
659,16500,chevrolet,equinox,2019,clean vehicle,29841.0,silver,  2gnaxkev6k6186886,ca, usa
660,35300,chevrolet,1500,2019,clean vehicle,8516.0,silver,  1gcuwded5kz124282,ca, usa
661,26900,chevrolet,traverse,2018,clean vehicle,42941.0,black,  1gnevhkw8jj148388,mo, usa
662,11600,chevrolet,trax,2017,clean vehicle,27498.0,black,  3gncjksb6hl148082,ca, usa
663,28100,chevrolet,1500,2017,clean vehicle,31141.0,silver,  1gcpcrec9hf242498,ca, usa
664,27700,chevrolet,1500,2017,clean vehicle,20784.0,white,  1gcvkrec1hz135955,ca, usa
665,17700,chevrolet,passenger,2017,clean vehicle,52667.0,white,  1gazgpfg0h1169059,ca, usa
666,16600,chevrolet,volt,2017,clean vehicle,26003.0,no_color,  1g1rc6s56hu177143,ca, usa
668,36800,chevrolet,door,2015,clean vehicle,32332.0,white,  1gc1kweg8ff170135,ca, usa
669,19500,chevrolet,passenger,2018,clean vehicle,44333.0,white,  1gazgpfg7j1254194,tx, usa
670,38800,chevrolet,tahoe,2019,clean vehicle,36198.0,blue,  1gnskbkc0kr335691,ok, usa
671,37500,chevrolet,tahoe,2019,clean vehicle,33331.0,silver,  1gnskbkc1kr164515,ok, usa
672,35000,chevrolet,suburban,2019,clean vehicle,43082.0,gray,  1gnskhkcxkr306962,ok, usa
673,31100,chevrolet,camaro,2019,clean vehicle,24561.0,gray,  1g1fh1r7xk0140397,ok, usa
674,22600,chevrolet,van,2019,clean vehicle,13485.0,white,  1gcwgafgxk1242467,ok, usa
675,22400,chevrolet,van,2019,clean vehicle,15524.0,white,  1gcwgafg5k1221297,ok, usa
676,22700,chevrolet,van,2019,clean vehicle,8996.0,white,  1gcwgafg9k1240337,ok, usa
677,13700,chevrolet,malibu,2019,clean vehicle,47282.0,silver,  1g1zd5st4kf126371,ok, usa
678,37100,chevrolet,suburban,2019,clean vehicle,34470.0,black,  1gnskhkcxkr288236,ok, usa
679,18500,chevrolet,colorado,2018,clean vehicle,87264.0,green,  1gcgtcen5j1157983,or, usa
680,18300,chevrolet,2500,2017,clean vehicle,114344.0,white,  1gc2kveg3hz159933,or, usa
681,19000,chevrolet,2500,2017,clean vehicle,111635.0,white,  1gc2kveg1hz262672,or, usa
682,18500,chevrolet,1500,2017,clean vehicle,103955.0,white,  3gcukrec0hg249327,or, usa
683,22500,chevrolet,door,2016,clean vehicle,66640.0,white,  3gcukrec5gg277008,or, usa
684,14500,chevrolet,door,2014,clean vehicle,122018.0,white,  3gcukrec6eg373324,or, usa
685,32800,chevrolet,tahoe,2018,clean vehicle,46915.0,gray,  1gnskbkc9jr370082,ok, usa
686,12300,chevrolet,malibu,2018,clean vehicle,53599.0,black,  1g1zd5stxjf140841,ok, usa
687,19600,chevrolet,1500,2018,clean vehicle,41672.0,gray,  1gcvkreh7jz295386,ok, usa
688,13600,chevrolet,malibu,2018,clean vehicle,36047.0,white,  1g1zd5st5jf249837,ok, usa
689,7200,chevrolet,spark,2018,clean vehicle,42561.0,red,  kl8cb6sa3jc459211,ok, usa
690,19900,chevrolet,1500,2018,clean vehicle,40345.0,white,  1gcvkreh3jz272445,ok, usa
691,13000,chevrolet,malibu,2018,clean vehicle,41751.0,gray,  1g1zd5st8jf242655,ok, usa
692,19700,chevrolet,door,2016,clean vehicle,27593.0,white,  1gcvkrec0gz118434,ok, usa
693,9400,chevrolet,door,2017,clean vehicle,24009.0,blue,  1g1be5sm4h7275597,ok, usa
694,23800,chevrolet,1500,2017,clean vehicle,85697.0,white,  3gcukrecxhg319917,ok, usa
695,17700,chevrolet,equinox,2019,clean vehicle,25223.0,white,  3gnaxuev8ks588177,ny, usa
696,17000,chevrolet,door,2015,clean vehicle,27927.0,white,  2g1ff1e3xf9185411,ok, usa
698,32100,chevrolet,2500,2018,clean vehicle,55532.0,white,  1gc1kvey2jf198038,pa, usa
699,33100,chevrolet,2500,2019,clean vehicle,72172.0,white,  1gc1ksey8kf114255,pa, usa
700,31600,chevrolet,2500,2018,clean vehicle,57751.0,white,  1gc1kvey3jf197819,pa, usa
701,5100,chevrolet,door,2013,clean vehicle,96314.0,gray,  3gnal3ek3ds630172,pa, usa
702,4100,chevrolet,door,2013,clean vehicle,89152.0,blue,  1g1pa5sgxd7225194,pa, usa
703,7200,chevrolet,door,2014,clean vehicle,114660.0,silver,  2gnflfek5e6237636,tx, usa
706,21800,chevrolet,van,2019,clean vehicle,23759.0,white,  1gcwgafg7k1222516,mo, usa
707,3000,chevrolet,door,2013,clean vehicle,120667.0,gray,  1g1jc6sh6d4127084,tx, usa
708,22500,chevrolet,colorado,2017,clean vehicle,65344.0,red,  1gcgtcen1h1148658,in, usa
709,35300,chevrolet,suburban,2018,clean vehicle,51347.0,black,  1gnskhkc5jr243896,mo, usa
710,16500,chevrolet,volt,2017,clean vehicle,52322.0,black,  1g1rd6s59hu201853,ok, usa
711,33000,chevrolet,door,2017,clean vehicle,67620.0,black,  1gnskbkc6hr132085,mo, usa
712,31500,chevrolet,1500,2017,clean vehicle,59965.0,black,  3gcuktec6hg222226,mo, usa
713,34500,chevrolet,1500,2017,clean vehicle,28739.0,silver,  3gcuksec3hg222744,mo, usa
714,8000,chevrolet,trax,2016,clean vehicle,77429.0,silver,  kl7cjpsb3gb750120,west va, usa
715,25000,chevrolet,1500,2017,clean vehicle,20847.0,white,  3gcukrec6hg356561,west va, usa
716,10700,chevrolet,trax,2016,clean vehicle,44280.0,red,  3gncjnsb1gl264970,west va, usa
717,13400,chevrolet,door,2016,clean vehicle,86031.0,silver,  2g1145s39g9185641,west va, usa
718,16500,chevrolet,equinox,2019,clean vehicle,7622.0,gold,  2gnaxhev8k6108774,west va, usa
719,34000,chevrolet,traverse,2019,clean vehicle,8067.0,white,  1gnevhkw9kj129253,west va, usa
